PolicyNumber,Customer_Key__c,Identification_Name,Identification_Type
7781,CUST-INS-004167,Bancassurance_Key,Custom
7845,CUST-INS-004168,Bancassurance_Key,Custom
4609,CUST-INS-004169,Bancassurance_Key,Custom
12006,CUST-INS-004170,Bancassurance_Key,Custom
7467,CUST-INS-004171,Bancassurance_Key,Custom
14338,CUST-INS-004172,Bancassurance_Key,Custom
501,CUST-INS-004173,Bancassurance_Key,Custom
10670,CUST-INS-004174,Bancassurance_Key,Custom
11316,CUST-INS-004175,Bancassurance_Key,Custom
9387,CUST-INS-004176,Bancassurance_Key,Custom
1047,CUST-INS-004177,Bancassurance_Key,Custom
8846,CUST-INS-004178,Bancassurance_Key,Custom
2634,CUST-INS-004179,Bancassurance_Key,Custom
8487,CUST-INS-004180,Bancassurance_Key,Custom
6389,CUST-INS-004181,Bancassurance_Key,Custom
8413,CUST-INS-004182,Bancassurance_Key,Custom
11058,CUST-INS-004183,Bancassurance_Key,Custom
13220,CUST-INS-004184,Bancassurance_Key,Custom
9262,CUST-INS-004185,Bancassurance_Key,Custom
6858,CUST-INS-004186,Bancassurance_Key,Custom
6089,CUST-INS-004187,Bancassurance_Key,Custom
778,CUST-INS-004188,Bancassurance_Key,Custom
4843,CUST-INS-004189,Bancassurance_Key,Custom
9958,CUST-INS-004190,Bancassurance_Key,Custom
14742,CUST-INS-004191,Bancassurance_Key,Custom
4020,CUST-INS-004192,Bancassurance_Key,Custom
1195,CUST-INS-004193,Bancassurance_Key,Custom
10495,CUST-INS-004194,Bancassurance_Key,Custom
52,CUST-INS-004195,Bancassurance_Key,Custom
14259,CUST-INS-004196,Bancassurance_Key,Custom
2305,CUST-INS-004197,Bancassurance_Key,Custom
8529,CUST-INS-004198,Bancassurance_Key,Custom
9920,CUST-INS-004199,Bancassurance_Key,Custom
9298,CUST-INS-004200,Bancassurance_Key,Custom
1114,CUST-INS-004201,Bancassurance_Key,Custom
2983,CUST-INS-004202,Bancassurance_Key,Custom
657,CUST-INS-004203,Bancassurance_Key,Custom
3255,CUST-INS-004204,Bancassurance_Key,Custom
5716,CUST-INS-004205,Bancassurance_Key,Custom
1188,CUST-INS-004206,Bancassurance_Key,Custom
15320,CUST-INS-004207,Bancassurance_Key,Custom
11527,CUST-INS-004208,Bancassurance_Key,Custom
14182,CUST-INS-004209,Bancassurance_Key,Custom
566,CUST-INS-004210,Bancassurance_Key,Custom
4119,CUST-INS-004211,Bancassurance_Key,Custom
13663,CUST-INS-004212,Bancassurance_Key,Custom
841,CUST-INS-004213,Bancassurance_Key,Custom
3889,CUST-INS-004214,Bancassurance_Key,Custom
1643,CUST-INS-004215,Bancassurance_Key,Custom
8754,CUST-INS-004216,Bancassurance_Key,Custom
4966,CUST-INS-004217,Bancassurance_Key,Custom
8724,CUST-INS-004218,Bancassurance_Key,Custom
2667,CUST-INS-004219,Bancassurance_Key,Custom
1973,CUST-INS-004220,Bancassurance_Key,Custom
6952,CUST-INS-004221,Bancassurance_Key,Custom
13846,CUST-INS-004222,Bancassurance_Key,Custom
1150,CUST-INS-004223,Bancassurance_Key,Custom
4093,CUST-INS-004224,Bancassurance_Key,Custom
13499,CUST-INS-004225,Bancassurance_Key,Custom
13434,CUST-INS-004226,Bancassurance_Key,Custom
766,CUST-INS-004227,Bancassurance_Key,Custom
13657,CUST-INS-004228,Bancassurance_Key,Custom
12178,CUST-INS-004229,Bancassurance_Key,Custom
6293,CUST-INS-004230,Bancassurance_Key,Custom
3873,CUST-INS-004231,Bancassurance_Key,Custom
12721,CUST-INS-004232,Bancassurance_Key,Custom
14122,CUST-INS-004233,Bancassurance_Key,Custom
2621,CUST-INS-004234,Bancassurance_Key,Custom
8150,CUST-INS-004235,Bancassurance_Key,Custom
14809,CUST-INS-004236,Bancassurance_Key,Custom
3027,CUST-INS-004237,Bancassurance_Key,Custom
12479,CUST-INS-004238,Bancassurance_Key,Custom
4103,CUST-INS-004239,Bancassurance_Key,Custom
14203,CUST-INS-004240,Bancassurance_Key,Custom
11574,CUST-INS-004241,Bancassurance_Key,Custom
10612,CUST-INS-004242,Bancassurance_Key,Custom
6030,CUST-INS-004243,Bancassurance_Key,Custom
13458,CUST-INS-004244,Bancassurance_Key,Custom
4823,CUST-INS-004245,Bancassurance_Key,Custom
2686,CUST-INS-004246,Bancassurance_Key,Custom
9649,CUST-INS-004247,Bancassurance_Key,Custom
10023,CUST-INS-004248,Bancassurance_Key,Custom
7214,CUST-INS-004249,Bancassurance_Key,Custom
912,CUST-INS-004250,Bancassurance_Key,Custom
15364,CUST-INS-004251,Bancassurance_Key,Custom
8396,CUST-INS-004252,Bancassurance_Key,Custom
13102,CUST-INS-004253,Bancassurance_Key,Custom
14792,CUST-INS-004254,Bancassurance_Key,Custom
1346,CUST-INS-004255,Bancassurance_Key,Custom
1445,CUST-INS-004256,Bancassurance_Key,Custom
5988,CUST-INS-004257,Bancassurance_Key,Custom
3500,CUST-INS-004258,Bancassurance_Key,Custom
9943,CUST-INS-004259,Bancassurance_Key,Custom
13865,CUST-INS-004260,Bancassurance_Key,Custom
13888,CUST-INS-004261,Bancassurance_Key,Custom
6102,CUST-INS-004262,Bancassurance_Key,Custom
2423,CUST-INS-004263,Bancassurance_Key,Custom
12729,CUST-INS-004264,Bancassurance_Key,Custom
2733,CUST-INS-004265,Bancassurance_Key,Custom
81,CUST-INS-004266,Bancassurance_Key,Custom
4218,CUST-INS-004267,Bancassurance_Key,Custom
13777,CUST-INS-004268,Bancassurance_Key,Custom
10761,CUST-INS-004269,Bancassurance_Key,Custom
12577,CUST-INS-004270,Bancassurance_Key,Custom
5654,CUST-INS-004271,Bancassurance_Key,Custom
12139,CUST-INS-004272,Bancassurance_Key,Custom
6248,CUST-INS-004273,Bancassurance_Key,Custom
4740,CUST-INS-004274,Bancassurance_Key,Custom
10238,CUST-INS-004275,Bancassurance_Key,Custom
1573,CUST-INS-004276,Bancassurance_Key,Custom
13372,CUST-INS-004277,Bancassurance_Key,Custom
880,CUST-INS-004278,Bancassurance_Key,Custom
1579,CUST-INS-004279,Bancassurance_Key,Custom
6849,CUST-INS-004280,Bancassurance_Key,Custom
1510,CUST-INS-004281,Bancassurance_Key,Custom
1897,CUST-INS-004282,Bancassurance_Key,Custom
10685,CUST-INS-004283,Bancassurance_Key,Custom
14005,CUST-INS-004284,Bancassurance_Key,Custom
4113,CUST-INS-004285,Bancassurance_Key,Custom
11319,CUST-INS-004286,Bancassurance_Key,Custom
1846,CUST-INS-004287,Bancassurance_Key,Custom
11995,CUST-INS-004288,Bancassurance_Key,Custom
6992,CUST-INS-004289,Bancassurance_Key,Custom
9542,CUST-INS-004290,Bancassurance_Key,Custom
12236,CUST-INS-004291,Bancassurance_Key,Custom
7586,CUST-INS-004292,Bancassurance_Key,Custom
9935,CUST-INS-004293,Bancassurance_Key,Custom
4743,CUST-INS-004294,Bancassurance_Key,Custom
5748,CUST-INS-004295,Bancassurance_Key,Custom
14299,CUST-INS-004296,Bancassurance_Key,Custom
13514,CUST-INS-004297,Bancassurance_Key,Custom
7840,CUST-INS-004298,Bancassurance_Key,Custom
14519,CUST-INS-004299,Bancassurance_Key,Custom
5734,CUST-INS-004300,Bancassurance_Key,Custom
13973,CUST-INS-004301,Bancassurance_Key,Custom
3615,CUST-INS-004302,Bancassurance_Key,Custom
5024,CUST-INS-004303,Bancassurance_Key,Custom
2109,CUST-INS-004304,Bancassurance_Key,Custom
7661,CUST-INS-004305,Bancassurance_Key,Custom
4985,CUST-INS-004306,Bancassurance_Key,Custom
15366,CUST-INS-004307,Bancassurance_Key,Custom
9382,CUST-INS-004308,Bancassurance_Key,Custom
4697,CUST-INS-004309,Bancassurance_Key,Custom
12834,CUST-INS-004310,Bancassurance_Key,Custom
8201,CUST-INS-004311,Bancassurance_Key,Custom
13505,CUST-INS-004312,Bancassurance_Key,Custom
4895,CUST-INS-004313,Bancassurance_Key,Custom
13595,CUST-INS-004314,Bancassurance_Key,Custom
8675,CUST-INS-004315,Bancassurance_Key,Custom
7223,CUST-INS-004316,Bancassurance_Key,Custom
13758,CUST-INS-004317,Bancassurance_Key,Custom
4326,CUST-INS-004318,Bancassurance_Key,Custom
3220,CUST-INS-004319,Bancassurance_Key,Custom
8020,CUST-INS-004320,Bancassurance_Key,Custom
7713,CUST-INS-004321,Bancassurance_Key,Custom
7285,CUST-INS-004322,Bancassurance_Key,Custom
1194,CUST-INS-004323,Bancassurance_Key,Custom
46,CUST-INS-004324,Bancassurance_Key,Custom
11069,CUST-INS-004325,Bancassurance_Key,Custom
977,CUST-INS-004326,Bancassurance_Key,Custom
15077,CUST-INS-004327,Bancassurance_Key,Custom
2964,CUST-INS-004328,Bancassurance_Key,Custom
1585,CUST-INS-004329,Bancassurance_Key,Custom
9412,CUST-INS-004330,Bancassurance_Key,Custom
4516,CUST-INS-004331,Bancassurance_Key,Custom
13170,CUST-INS-004332,Bancassurance_Key,Custom
9980,CUST-INS-004333,Bancassurance_Key,Custom
1976,CUST-INS-004334,Bancassurance_Key,Custom
3913,CUST-INS-004335,Bancassurance_Key,Custom
10091,CUST-INS-004336,Bancassurance_Key,Custom
6878,CUST-INS-004337,Bancassurance_Key,Custom
4412,CUST-INS-004338,Bancassurance_Key,Custom
13234,CUST-INS-004339,Bancassurance_Key,Custom
7146,CUST-INS-004340,Bancassurance_Key,Custom
13023,CUST-INS-004341,Bancassurance_Key,Custom
10242,CUST-INS-004342,Bancassurance_Key,Custom
12015,CUST-INS-004343,Bancassurance_Key,Custom
15273,CUST-INS-004344,Bancassurance_Key,Custom
2841,CUST-INS-004345,Bancassurance_Key,Custom
14026,CUST-INS-004346,Bancassurance_Key,Custom
11653,CUST-INS-004347,Bancassurance_Key,Custom
6119,CUST-INS-004348,Bancassurance_Key,Custom
6577,CUST-INS-004349,Bancassurance_Key,Custom
13969,CUST-INS-004350,Bancassurance_Key,Custom
8823,CUST-INS-004351,Bancassurance_Key,Custom
10616,CUST-INS-004352,Bancassurance_Key,Custom
9896,CUST-INS-004353,Bancassurance_Key,Custom
12814,CUST-INS-004354,Bancassurance_Key,Custom
7002,CUST-INS-004355,Bancassurance_Key,Custom
4506,CUST-INS-004356,Bancassurance_Key,Custom
10884,CUST-INS-004357,Bancassurance_Key,Custom
38,CUST-INS-004358,Bancassurance_Key,Custom
577,CUST-INS-004359,Bancassurance_Key,Custom
5122,CUST-INS-004360,Bancassurance_Key,Custom
3989,CUST-INS-004361,Bancassurance_Key,Custom
9446,CUST-INS-004362,Bancassurance_Key,Custom
714,CUST-INS-004363,Bancassurance_Key,Custom
14818,CUST-INS-004364,Bancassurance_Key,Custom
9893,CUST-INS-004365,Bancassurance_Key,Custom
8490,CUST-INS-004366,Bancassurance_Key,Custom
2336,CUST-INS-004367,Bancassurance_Key,Custom
5039,CUST-INS-004368,Bancassurance_Key,Custom
4421,CUST-INS-004369,Bancassurance_Key,Custom
7927,CUST-INS-004370,Bancassurance_Key,Custom
7533,CUST-INS-004371,Bancassurance_Key,Custom
882,CUST-INS-004372,Bancassurance_Key,Custom
568,CUST-INS-004373,Bancassurance_Key,Custom
7750,CUST-INS-004374,Bancassurance_Key,Custom
13826,CUST-INS-004375,Bancassurance_Key,Custom
2246,CUST-INS-004376,Bancassurance_Key,Custom
10342,CUST-INS-004377,Bancassurance_Key,Custom
5590,CUST-INS-004378,Bancassurance_Key,Custom
4166,CUST-INS-004379,Bancassurance_Key,Custom
8374,CUST-INS-004380,Bancassurance_Key,Custom
13385,CUST-INS-004381,Bancassurance_Key,Custom
10356,CUST-INS-004382,Bancassurance_Key,Custom
8900,CUST-INS-004383,Bancassurance_Key,Custom
240,CUST-INS-004384,Bancassurance_Key,Custom
5550,CUST-INS-004385,Bancassurance_Key,Custom
9030,CUST-INS-004386,Bancassurance_Key,Custom
12007,CUST-INS-004387,Bancassurance_Key,Custom
7052,CUST-INS-004388,Bancassurance_Key,Custom
1598,CUST-INS-004389,Bancassurance_Key,Custom
9941,CUST-INS-004390,Bancassurance_Key,Custom
8497,CUST-INS-004391,Bancassurance_Key,Custom
1902,CUST-INS-004392,Bancassurance_Key,Custom
1181,CUST-INS-004393,Bancassurance_Key,Custom
6587,CUST-INS-004394,Bancassurance_Key,Custom
5640,CUST-INS-004395,Bancassurance_Key,Custom
10544,CUST-INS-004396,Bancassurance_Key,Custom
3007,CUST-INS-004397,Bancassurance_Key,Custom
15011,CUST-INS-004398,Bancassurance_Key,Custom
2782,CUST-INS-004399,Bancassurance_Key,Custom
13979,CUST-INS-004400,Bancassurance_Key,Custom
11515,CUST-INS-004401,Bancassurance_Key,Custom
6076,CUST-INS-004402,Bancassurance_Key,Custom
7519,CUST-INS-004403,Bancassurance_Key,Custom
7181,CUST-INS-004404,Bancassurance_Key,Custom
11323,CUST-INS-004405,Bancassurance_Key,Custom
2830,CUST-INS-004406,Bancassurance_Key,Custom
7278,CUST-INS-004407,Bancassurance_Key,Custom
5504,CUST-INS-004408,Bancassurance_Key,Custom
10390,CUST-INS-004409,Bancassurance_Key,Custom
8493,CUST-INS-004410,Bancassurance_Key,Custom
4220,CUST-INS-004411,Bancassurance_Key,Custom
11938,CUST-INS-004412,Bancassurance_Key,Custom
13218,CUST-INS-004413,Bancassurance_Key,Custom
10856,CUST-INS-004414,Bancassurance_Key,Custom
11942,CUST-INS-004415,Bancassurance_Key,Custom
3414,CUST-INS-004416,Bancassurance_Key,Custom
9060,CUST-INS-004417,Bancassurance_Key,Custom
907,CUST-INS-004418,Bancassurance_Key,Custom
14068,CUST-INS-004419,Bancassurance_Key,Custom
3694,CUST-INS-004420,Bancassurance_Key,Custom
14328,CUST-INS-004421,Bancassurance_Key,Custom
3119,CUST-INS-004422,Bancassurance_Key,Custom
12870,CUST-INS-004423,Bancassurance_Key,Custom
10867,CUST-INS-004424,Bancassurance_Key,Custom
6439,CUST-INS-004425,Bancassurance_Key,Custom
10145,CUST-INS-004426,Bancassurance_Key,Custom
10885,CUST-INS-004427,Bancassurance_Key,Custom
6246,CUST-INS-004428,Bancassurance_Key,Custom
5364,CUST-INS-004429,Bancassurance_Key,Custom
11644,CUST-INS-004430,Bancassurance_Key,Custom
9567,CUST-INS-004431,Bancassurance_Key,Custom
296,CUST-INS-004432,Bancassurance_Key,Custom
8894,CUST-INS-004433,Bancassurance_Key,Custom
5071,CUST-INS-004434,Bancassurance_Key,Custom
1786,CUST-INS-004435,Bancassurance_Key,Custom
4383,CUST-INS-004436,Bancassurance_Key,Custom
7948,CUST-INS-004437,Bancassurance_Key,Custom
9812,CUST-INS-004438,Bancassurance_Key,Custom
1285,CUST-INS-004439,Bancassurance_Key,Custom
9335,CUST-INS-004440,Bancassurance_Key,Custom
1363,CUST-INS-004441,Bancassurance_Key,Custom
14957,CUST-INS-004442,Bancassurance_Key,Custom
13040,CUST-INS-004443,Bancassurance_Key,Custom
4455,CUST-INS-004444,Bancassurance_Key,Custom
14929,CUST-INS-004445,Bancassurance_Key,Custom
9902,CUST-INS-004446,Bancassurance_Key,Custom
550,CUST-INS-004447,Bancassurance_Key,Custom
10973,CUST-INS-004448,Bancassurance_Key,Custom
7531,CUST-INS-004449,Bancassurance_Key,Custom
13092,CUST-INS-004450,Bancassurance_Key,Custom
3575,CUST-INS-004451,Bancassurance_Key,Custom
9026,CUST-INS-004452,Bancassurance_Key,Custom
4353,CUST-INS-004453,Bancassurance_Key,Custom
10088,CUST-INS-004454,Bancassurance_Key,Custom
2649,CUST-INS-004455,Bancassurance_Key,Custom
2587,CUST-INS-004456,Bancassurance_Key,Custom
11988,CUST-INS-004457,Bancassurance_Key,Custom
4890,CUST-INS-004458,Bancassurance_Key,Custom
13466,CUST-INS-004459,Bancassurance_Key,Custom
3161,CUST-INS-004460,Bancassurance_Key,Custom
7954,CUST-INS-004461,Bancassurance_Key,Custom
3183,CUST-INS-004462,Bancassurance_Key,Custom
3481,CUST-INS-004463,Bancassurance_Key,Custom
2378,CUST-INS-004464,Bancassurance_Key,Custom
6109,CUST-INS-004465,Bancassurance_Key,Custom
13107,CUST-INS-004466,Bancassurance_Key,Custom
7342,CUST-INS-004467,Bancassurance_Key,Custom
7164,CUST-INS-004468,Bancassurance_Key,Custom
10335,CUST-INS-004469,Bancassurance_Key,Custom
9294,CUST-INS-004470,Bancassurance_Key,Custom
11078,CUST-INS-004471,Bancassurance_Key,Custom
6014,CUST-INS-004472,Bancassurance_Key,Custom
6028,CUST-INS-004473,Bancassurance_Key,Custom
12461,CUST-INS-004474,Bancassurance_Key,Custom
13989,CUST-INS-004475,Bancassurance_Key,Custom
11435,CUST-INS-004476,Bancassurance_Key,Custom
8725,CUST-INS-004477,Bancassurance_Key,Custom
5763,CUST-INS-004478,Bancassurance_Key,Custom
9049,CUST-INS-004479,Bancassurance_Key,Custom
14549,CUST-INS-004480,Bancassurance_Key,Custom
7746,CUST-INS-004481,Bancassurance_Key,Custom
10510,CUST-INS-004482,Bancassurance_Key,Custom
10075,CUST-INS-004483,Bancassurance_Key,Custom
9993,CUST-INS-004484,Bancassurance_Key,Custom
4956,CUST-INS-004485,Bancassurance_Key,Custom
1614,CUST-INS-004486,Bancassurance_Key,Custom
14848,CUST-INS-004487,Bancassurance_Key,Custom
13603,CUST-INS-004488,Bancassurance_Key,Custom
13210,CUST-INS-004489,Bancassurance_Key,Custom
12487,CUST-INS-004490,Bancassurance_Key,Custom
2016,CUST-INS-004491,Bancassurance_Key,Custom
7253,CUST-INS-004492,Bancassurance_Key,Custom
11905,CUST-INS-004493,Bancassurance_Key,Custom
12519,CUST-INS-004494,Bancassurance_Key,Custom
13524,CUST-INS-004495,Bancassurance_Key,Custom
2982,CUST-INS-004496,Bancassurance_Key,Custom
15000,CUST-INS-004497,Bancassurance_Key,Custom
15108,CUST-INS-004498,Bancassurance_Key,Custom
13477,CUST-INS-004499,Bancassurance_Key,Custom
244,CUST-INS-004500,Bancassurance_Key,Custom
4879,CUST-INS-004501,Bancassurance_Key,Custom
13819,CUST-INS-004502,Bancassurance_Key,Custom
107,CUST-INS-004503,Bancassurance_Key,Custom
8117,CUST-INS-004504,Bancassurance_Key,Custom
5551,CUST-INS-004505,Bancassurance_Key,Custom
13643,CUST-INS-004506,Bancassurance_Key,Custom
14156,CUST-INS-004507,Bancassurance_Key,Custom
13688,CUST-INS-004508,Bancassurance_Key,Custom
4831,CUST-INS-004509,Bancassurance_Key,Custom
7268,CUST-INS-004510,Bancassurance_Key,Custom
13056,CUST-INS-004511,Bancassurance_Key,Custom
10163,CUST-INS-004512,Bancassurance_Key,Custom
4606,CUST-INS-004513,Bancassurance_Key,Custom
8293,CUST-INS-004514,Bancassurance_Key,Custom
12853,CUST-INS-004515,Bancassurance_Key,Custom
9590,CUST-INS-004516,Bancassurance_Key,Custom
3961,CUST-INS-004517,Bancassurance_Key,Custom
3874,CUST-INS-004518,Bancassurance_Key,Custom
180,CUST-INS-004519,Bancassurance_Key,Custom
7613,CUST-INS-004520,Bancassurance_Key,Custom
14756,CUST-INS-004521,Bancassurance_Key,Custom
6115,CUST-INS-004522,Bancassurance_Key,Custom
9486,CUST-INS-004523,Bancassurance_Key,Custom
4794,CUST-INS-004524,Bancassurance_Key,Custom
6416,CUST-INS-004525,Bancassurance_Key,Custom
11607,CUST-INS-004526,Bancassurance_Key,Custom
7946,CUST-INS-004527,Bancassurance_Key,Custom
10042,CUST-INS-004528,Bancassurance_Key,Custom
30,CUST-INS-004529,Bancassurance_Key,Custom
2802,CUST-INS-004530,Bancassurance_Key,Custom
13449,CUST-INS-004531,Bancassurance_Key,Custom
12863,CUST-INS-004532,Bancassurance_Key,Custom
2923,CUST-INS-004533,Bancassurance_Key,Custom
4665,CUST-INS-004534,Bancassurance_Key,Custom
13224,CUST-INS-004535,Bancassurance_Key,Custom
8345,CUST-INS-004536,Bancassurance_Key,Custom
9372,CUST-INS-004537,Bancassurance_Key,Custom
1246,CUST-INS-004538,Bancassurance_Key,Custom
7554,CUST-INS-004539,Bancassurance_Key,Custom
4054,CUST-INS-004540,Bancassurance_Key,Custom
13360,CUST-INS-004541,Bancassurance_Key,Custom
4413,CUST-INS-004542,Bancassurance_Key,Custom
109,CUST-INS-004543,Bancassurance_Key,Custom
7387,CUST-INS-004544,Bancassurance_Key,Custom
7106,CUST-INS-004545,Bancassurance_Key,Custom
9160,CUST-INS-004546,Bancassurance_Key,Custom
7915,CUST-INS-004547,Bancassurance_Key,Custom
11559,CUST-INS-004548,Bancassurance_Key,Custom
10001,CUST-INS-004549,Bancassurance_Key,Custom
11647,CUST-INS-004550,Bancassurance_Key,Custom
8918,CUST-INS-004551,Bancassurance_Key,Custom
4395,CUST-INS-004552,Bancassurance_Key,Custom
9027,CUST-INS-004553,Bancassurance_Key,Custom
13066,CUST-INS-004554,Bancassurance_Key,Custom
8222,CUST-INS-004555,Bancassurance_Key,Custom
10348,CUST-INS-004556,Bancassurance_Key,Custom
4349,CUST-INS-004557,Bancassurance_Key,Custom
7151,CUST-INS-004558,Bancassurance_Key,Custom
5569,CUST-INS-004559,Bancassurance_Key,Custom
13422,CUST-INS-004560,Bancassurance_Key,Custom
14239,CUST-INS-004561,Bancassurance_Key,Custom
13463,CUST-INS-004562,Bancassurance_Key,Custom
8748,CUST-INS-004563,Bancassurance_Key,Custom
7448,CUST-INS-004564,Bancassurance_Key,Custom
8762,CUST-INS-004565,Bancassurance_Key,Custom
974,CUST-INS-004566,Bancassurance_Key,Custom
5307,CUST-INS-004567,Bancassurance_Key,Custom
4300,CUST-INS-004568,Bancassurance_Key,Custom
14243,CUST-INS-004569,Bancassurance_Key,Custom
3654,CUST-INS-004570,Bancassurance_Key,Custom
5466,CUST-INS-004571,Bancassurance_Key,Custom
12488,CUST-INS-004572,Bancassurance_Key,Custom
7718,CUST-INS-004573,Bancassurance_Key,Custom
3089,CUST-INS-004574,Bancassurance_Key,Custom
11214,CUST-INS-004575,Bancassurance_Key,Custom
6001,CUST-INS-004576,Bancassurance_Key,Custom
8863,CUST-INS-004577,Bancassurance_Key,Custom
6148,CUST-INS-004578,Bancassurance_Key,Custom
6401,CUST-INS-004579,Bancassurance_Key,Custom
11,CUST-INS-004580,Bancassurance_Key,Custom
2648,CUST-INS-004581,Bancassurance_Key,Custom
12124,CUST-INS-004582,Bancassurance_Key,Custom
1427,CUST-INS-004583,Bancassurance_Key,Custom
12449,CUST-INS-004584,Bancassurance_Key,Custom
3266,CUST-INS-004585,Bancassurance_Key,Custom
12103,CUST-INS-004586,Bancassurance_Key,Custom
12286,CUST-INS-004587,Bancassurance_Key,Custom
4815,CUST-INS-004588,Bancassurance_Key,Custom
9407,CUST-INS-004589,Bancassurance_Key,Custom
9927,CUST-INS-004590,Bancassurance_Key,Custom
1216,CUST-INS-004591,Bancassurance_Key,Custom
12080,CUST-INS-004592,Bancassurance_Key,Custom
14293,CUST-INS-004593,Bancassurance_Key,Custom
12137,CUST-INS-004594,Bancassurance_Key,Custom
13741,CUST-INS-004595,Bancassurance_Key,Custom
9480,CUST-INS-004596,Bancassurance_Key,Custom
7094,CUST-INS-004597,Bancassurance_Key,Custom
324,CUST-INS-004598,Bancassurance_Key,Custom
1345,CUST-INS-004599,Bancassurance_Key,Custom
4458,CUST-INS-004600,Bancassurance_Key,Custom
7825,CUST-INS-004601,Bancassurance_Key,Custom
910,CUST-INS-004602,Bancassurance_Key,Custom
15058,CUST-INS-004603,Bancassurance_Key,Custom
6827,CUST-INS-004604,Bancassurance_Key,Custom
3400,CUST-INS-004605,Bancassurance_Key,Custom
497,CUST-INS-004606,Bancassurance_Key,Custom
9612,CUST-INS-004607,Bancassurance_Key,Custom
8843,CUST-INS-004608,Bancassurance_Key,Custom
10576,CUST-INS-004609,Bancassurance_Key,Custom
5636,CUST-INS-004610,Bancassurance_Key,Custom
13175,CUST-INS-004611,Bancassurance_Key,Custom
3471,CUST-INS-004612,Bancassurance_Key,Custom
13547,CUST-INS-004613,Bancassurance_Key,Custom
14418,CUST-INS-004614,Bancassurance_Key,Custom
4366,CUST-INS-004615,Bancassurance_Key,Custom
10649,CUST-INS-004616,Bancassurance_Key,Custom
1196,CUST-INS-004617,Bancassurance_Key,Custom
6505,CUST-INS-004618,Bancassurance_Key,Custom
4954,CUST-INS-004619,Bancassurance_Key,Custom
1424,CUST-INS-004620,Bancassurance_Key,Custom
8765,CUST-INS-004621,Bancassurance_Key,Custom
257,CUST-INS-004622,Bancassurance_Key,Custom
12999,CUST-INS-004623,Bancassurance_Key,Custom
10566,CUST-INS-004624,Bancassurance_Key,Custom
289,CUST-INS-004625,Bancassurance_Key,Custom
15022,CUST-INS-004626,Bancassurance_Key,Custom
6127,CUST-INS-004627,Bancassurance_Key,Custom
8817,CUST-INS-004628,Bancassurance_Key,Custom
10374,CUST-INS-004629,Bancassurance_Key,Custom
13608,CUST-INS-004630,Bancassurance_Key,Custom
4485,CUST-INS-004631,Bancassurance_Key,Custom
9259,CUST-INS-004632,Bancassurance_Key,Custom
11318,CUST-INS-004633,Bancassurance_Key,Custom
5924,CUST-INS-004634,Bancassurance_Key,Custom
11627,CUST-INS-004635,Bancassurance_Key,Custom
1233,CUST-INS-004636,Bancassurance_Key,Custom
9379,CUST-INS-004637,Bancassurance_Key,Custom
5889,CUST-INS-004638,Bancassurance_Key,Custom
2676,CUST-INS-004639,Bancassurance_Key,Custom
1113,CUST-INS-004640,Bancassurance_Key,Custom
5222,CUST-INS-004641,Bancassurance_Key,Custom
7691,CUST-INS-004642,Bancassurance_Key,Custom
6129,CUST-INS-004643,Bancassurance_Key,Custom
268,CUST-INS-004644,Bancassurance_Key,Custom
11052,CUST-INS-004645,Bancassurance_Key,Custom
6875,CUST-INS-004646,Bancassurance_Key,Custom
7925,CUST-INS-004647,Bancassurance_Key,Custom
5993,CUST-INS-004648,Bancassurance_Key,Custom
8261,CUST-INS-004649,Bancassurance_Key,Custom
3049,CUST-INS-004650,Bancassurance_Key,Custom
9895,CUST-INS-004651,Bancassurance_Key,Custom
10304,CUST-INS-004652,Bancassurance_Key,Custom
1380,CUST-INS-004653,Bancassurance_Key,Custom
5509,CUST-INS-004654,Bancassurance_Key,Custom
11854,CUST-INS-004655,Bancassurance_Key,Custom
6492,CUST-INS-004656,Bancassurance_Key,Custom
4760,CUST-INS-004657,Bancassurance_Key,Custom
9849,CUST-INS-004658,Bancassurance_Key,Custom
6238,CUST-INS-004659,Bancassurance_Key,Custom
8283,CUST-INS-004660,Bancassurance_Key,Custom
3791,CUST-INS-004661,Bancassurance_Key,Custom
621,CUST-INS-004662,Bancassurance_Key,Custom
653,CUST-INS-004663,Bancassurance_Key,Custom
10141,CUST-INS-004664,Bancassurance_Key,Custom
9423,CUST-INS-004665,Bancassurance_Key,Custom
3474,CUST-INS-004666,Bancassurance_Key,Custom
12697,CUST-INS-004667,Bancassurance_Key,Custom
5338,CUST-INS-004668,Bancassurance_Key,Custom
12823,CUST-INS-004669,Bancassurance_Key,Custom
5020,CUST-INS-004670,Bancassurance_Key,Custom
13533,CUST-INS-004671,Bancassurance_Key,Custom
12091,CUST-INS-004672,Bancassurance_Key,Custom
2517,CUST-INS-004673,Bancassurance_Key,Custom
7793,CUST-INS-004674,Bancassurance_Key,Custom
11813,CUST-INS-004675,Bancassurance_Key,Custom
13407,CUST-INS-004676,Bancassurance_Key,Custom
15189,CUST-INS-004677,Bancassurance_Key,Custom
8461,CUST-INS-004678,Bancassurance_Key,Custom
14003,CUST-INS-004679,Bancassurance_Key,Custom
5937,CUST-INS-004680,Bancassurance_Key,Custom
3604,CUST-INS-004681,Bancassurance_Key,Custom
10872,CUST-INS-004682,Bancassurance_Key,Custom
14657,CUST-INS-004683,Bancassurance_Key,Custom
10187,CUST-INS-004684,Bancassurance_Key,Custom
