Transaction_Id__c,Customer_Key__c,Identification_Name,Identification_Type
TXN-0002172,CUST-000602,Bancassurance_Key,Custom
TXN-0002173,CUST-000658,Bancassurance_Key,Custom
TXN-0002174,CUST-000211,Bancassurance_Key,Custom
TXN-0002175,CUST-000164,Bancassurance_Key,Custom
TXN-0002176,CUST-000672,Bancassurance_Key,Custom
TXN-0002177,CUST-001354,Bancassurance_Key,Custom
TXN-0002178,CUST-000606,Bancassurance_Key,Custom
TXN-0002179,CUST-000628,Bancassurance_Key,Custom
TXN-0002180,CUST-000914,Bancassurance_Key,Custom
TXN-0002181,CUST-001235,Bancassurance_Key,Custom
TXN-0002182,CUST-001470,Bancassurance_Key,Custom
TXN-0002183,CUST-000873,Bancassurance_Key,Custom
TXN-0002184,CUST-000342,Bancassurance_Key,Custom
TXN-0002185,CUST-001413,Bancassurance_Key,Custom
TXN-0002186,CUST-000910,Bancassurance_Key,Custom
TXN-0002187,CUST-000720,Bancassurance_Key,Custom
TXN-0002188,CUST-000916,Bancassurance_Key,Custom
TXN-0002189,CUST-000087,Bancassurance_Key,Custom
TXN-0002190,CUST-001489,Bancassurance_Key,Custom
TXN-0002191,CUST-000723,Bancassurance_Key,Custom
TXN-0002192,CUST-001260,Bancassurance_Key,Custom
TXN-0002193,CUST-000891,Bancassurance_Key,Custom
TXN-0002194,CUST-000563,Bancassurance_Key,Custom
TXN-0002195,CUST-001310,Bancassurance_Key,Custom
TXN-0002196,CUST-000118,Bancassurance_Key,Custom
TXN-0002197,CUST-000154,Bancassurance_Key,Custom
TXN-0002198,CUST-001375,Bancassurance_Key,Custom
TXN-0002199,CUST-001306,Bancassurance_Key,Custom
TXN-0002200,CUST-000832,Bancassurance_Key,Custom
TXN-0002201,CUST-000745,Bancassurance_Key,Custom
TXN-0002202,CUST-001051,Bancassurance_Key,Custom
TXN-0002203,CUST-001392,Bancassurance_Key,Custom
TXN-0002204,CUST-000328,Bancassurance_Key,Custom
TXN-0002205,CUST-000064,Bancassurance_Key,Custom
TXN-0002206,CUST-000293,Bancassurance_Key,Custom
TXN-0002207,CUST-001245,Bancassurance_Key,Custom
TXN-0002208,CUST-001389,Bancassurance_Key,Custom
TXN-0002209,CUST-000898,Bancassurance_Key,Custom
TXN-0002210,CUST-000072,Bancassurance_Key,Custom
TXN-0002211,CUST-000259,Bancassurance_Key,Custom
TXN-0002212,CUST-000138,Bancassurance_Key,Custom
TXN-0002213,CUST-000484,Bancassurance_Key,Custom
TXN-0002214,CUST-001322,Bancassurance_Key,Custom
TXN-0002215,CUST-000751,Bancassurance_Key,Custom
TXN-0002216,CUST-000742,Bancassurance_Key,Custom
TXN-0002217,CUST-000785,Bancassurance_Key,Custom
TXN-0002218,CUST-001162,Bancassurance_Key,Custom
TXN-0002219,CUST-000067,Bancassurance_Key,Custom
TXN-0002220,CUST-001240,Bancassurance_Key,Custom
TXN-0002221,CUST-000315,Bancassurance_Key,Custom
TXN-0002222,CUST-001391,Bancassurance_Key,Custom
TXN-0002223,CUST-000922,Bancassurance_Key,Custom
TXN-0002224,CUST-000760,Bancassurance_Key,Custom
TXN-0002225,CUST-000762,Bancassurance_Key,Custom
TXN-0002226,CUST-000910,Bancassurance_Key,Custom
TXN-0002227,CUST-000158,Bancassurance_Key,Custom
TXN-0002228,CUST-001176,Bancassurance_Key,Custom
TXN-0002229,CUST-000282,Bancassurance_Key,Custom
TXN-0002230,CUST-001085,Bancassurance_Key,Custom
TXN-0002231,CUST-000752,Bancassurance_Key,Custom
TXN-0002232,CUST-000816,Bancassurance_Key,Custom
TXN-0002233,CUST-000644,Bancassurance_Key,Custom
TXN-0002234,CUST-001331,Bancassurance_Key,Custom
TXN-0002235,CUST-000571,Bancassurance_Key,Custom
TXN-0002236,CUST-000512,Bancassurance_Key,Custom
TXN-0002237,CUST-000233,Bancassurance_Key,Custom
TXN-0002238,CUST-000054,Bancassurance_Key,Custom
TXN-0002239,CUST-000382,Bancassurance_Key,Custom
TXN-0002240,CUST-001023,Bancassurance_Key,Custom
TXN-0002241,CUST-001061,Bancassurance_Key,Custom
TXN-0002242,CUST-000793,Bancassurance_Key,Custom
TXN-0002243,CUST-001151,Bancassurance_Key,Custom
TXN-0002244,CUST-000242,Bancassurance_Key,Custom
TXN-0002245,CUST-000537,Bancassurance_Key,Custom
TXN-0002246,CUST-000534,Bancassurance_Key,Custom
TXN-0002247,CUST-001442,Bancassurance_Key,Custom
TXN-0002248,CUST-000914,Bancassurance_Key,Custom
TXN-0002249,CUST-000440,Bancassurance_Key,Custom
TXN-0002250,CUST-001254,Bancassurance_Key,Custom
TXN-0002251,CUST-000585,Bancassurance_Key,Custom
TXN-0002252,CUST-001422,Bancassurance_Key,Custom
TXN-0002253,CUST-001006,Bancassurance_Key,Custom
TXN-0002254,CUST-000410,Bancassurance_Key,Custom
TXN-0002255,CUST-000252,Bancassurance_Key,Custom
TXN-0002256,CUST-000278,Bancassurance_Key,Custom
TXN-0002257,CUST-000152,Bancassurance_Key,Custom
TXN-0002258,CUST-000926,Bancassurance_Key,Custom
TXN-0002259,CUST-000354,Bancassurance_Key,Custom
TXN-0002260,CUST-001461,Bancassurance_Key,Custom
TXN-0002261,CUST-000912,Bancassurance_Key,Custom
TXN-0002262,CUST-000180,Bancassurance_Key,Custom
TXN-0002263,CUST-001397,Bancassurance_Key,Custom
TXN-0002264,CUST-000655,Bancassurance_Key,Custom
TXN-0002265,CUST-001368,Bancassurance_Key,Custom
TXN-0002266,CUST-000712,Bancassurance_Key,Custom
TXN-0002267,CUST-001454,Bancassurance_Key,Custom
TXN-0002268,CUST-000133,Bancassurance_Key,Custom
TXN-0002269,CUST-001127,Bancassurance_Key,Custom
TXN-0002270,CUST-001111,Bancassurance_Key,Custom
TXN-0002271,CUST-000595,Bancassurance_Key,Custom
TXN-0002272,CUST-000615,Bancassurance_Key,Custom
TXN-0002273,CUST-000323,Bancassurance_Key,Custom
TXN-0002274,CUST-001458,Bancassurance_Key,Custom
TXN-0002275,CUST-001454,Bancassurance_Key,Custom
TXN-0002276,CUST-001435,Bancassurance_Key,Custom
TXN-0002277,CUST-001307,Bancassurance_Key,Custom
TXN-0002278,CUST-000357,Bancassurance_Key,Custom
TXN-0002279,CUST-000741,Bancassurance_Key,Custom
TXN-0002280,CUST-001042,Bancassurance_Key,Custom
TXN-0002281,CUST-000460,Bancassurance_Key,Custom
TXN-0002282,CUST-000249,Bancassurance_Key,Custom
TXN-0002283,CUST-000412,Bancassurance_Key,Custom
TXN-0002284,CUST-000285,Bancassurance_Key,Custom
TXN-0002285,CUST-000485,Bancassurance_Key,Custom
TXN-0002286,CUST-001012,Bancassurance_Key,Custom
TXN-0002287,CUST-000054,Bancassurance_Key,Custom
TXN-0002288,CUST-000740,Bancassurance_Key,Custom
TXN-0002289,CUST-001135,Bancassurance_Key,Custom
TXN-0002290,CUST-001173,Bancassurance_Key,Custom
TXN-0002291,CUST-000756,Bancassurance_Key,Custom
TXN-0002292,CUST-000958,Bancassurance_Key,Custom
TXN-0002293,CUST-001130,Bancassurance_Key,Custom
TXN-0002294,CUST-000266,Bancassurance_Key,Custom
TXN-0002295,CUST-001254,Bancassurance_Key,Custom
TXN-0002296,CUST-000177,Bancassurance_Key,Custom
TXN-0002297,CUST-000135,Bancassurance_Key,Custom
TXN-0002298,CUST-000634,Bancassurance_Key,Custom
TXN-0002299,CUST-000816,Bancassurance_Key,Custom
TXN-0002300,CUST-001469,Bancassurance_Key,Custom
TXN-0002301,CUST-001473,Bancassurance_Key,Custom
TXN-0002302,CUST-000981,Bancassurance_Key,Custom
TXN-0002303,CUST-001077,Bancassurance_Key,Custom
TXN-0002304,CUST-000842,Bancassurance_Key,Custom
TXN-0002305,CUST-000839,Bancassurance_Key,Custom
TXN-0002306,CUST-001178,Bancassurance_Key,Custom
TXN-0002307,CUST-000152,Bancassurance_Key,Custom
TXN-0002308,CUST-000257,Bancassurance_Key,Custom
TXN-0002309,CUST-000650,Bancassurance_Key,Custom
TXN-0002310,CUST-001316,Bancassurance_Key,Custom
TXN-0002311,CUST-000152,Bancassurance_Key,Custom
TXN-0002312,CUST-000922,Bancassurance_Key,Custom
TXN-0002313,CUST-000955,Bancassurance_Key,Custom
TXN-0002314,CUST-001393,Bancassurance_Key,Custom
TXN-0002315,CUST-001060,Bancassurance_Key,Custom
TXN-0002316,CUST-000706,Bancassurance_Key,Custom
TXN-0002317,CUST-000263,Bancassurance_Key,Custom
TXN-0002318,CUST-001130,Bancassurance_Key,Custom
TXN-0002319,CUST-001311,Bancassurance_Key,Custom
TXN-0002320,CUST-001204,Bancassurance_Key,Custom
TXN-0002321,CUST-000373,Bancassurance_Key,Custom
TXN-0002322,CUST-000265,Bancassurance_Key,Custom
TXN-0002323,CUST-000887,Bancassurance_Key,Custom
TXN-0002324,CUST-001030,Bancassurance_Key,Custom
TXN-0002325,CUST-000114,Bancassurance_Key,Custom
TXN-0002326,CUST-000255,Bancassurance_Key,Custom
TXN-0002327,CUST-001062,Bancassurance_Key,Custom
TXN-0002328,CUST-000314,Bancassurance_Key,Custom
TXN-0002329,CUST-000623,Bancassurance_Key,Custom
TXN-0002330,CUST-000338,Bancassurance_Key,Custom
TXN-0002331,CUST-000332,Bancassurance_Key,Custom
TXN-0002332,CUST-000661,Bancassurance_Key,Custom
TXN-0002333,CUST-001453,Bancassurance_Key,Custom
TXN-0002334,CUST-000462,Bancassurance_Key,Custom
TXN-0002335,CUST-000709,Bancassurance_Key,Custom
TXN-0002336,CUST-001063,Bancassurance_Key,Custom
TXN-0002337,CUST-000582,Bancassurance_Key,Custom
TXN-0002338,CUST-000162,Bancassurance_Key,Custom
TXN-0002339,CUST-000514,Bancassurance_Key,Custom
TXN-0002340,CUST-000403,Bancassurance_Key,Custom
TXN-0002341,CUST-001301,Bancassurance_Key,Custom
TXN-0002342,CUST-001129,Bancassurance_Key,Custom
TXN-0002343,CUST-000563,Bancassurance_Key,Custom
TXN-0002344,CUST-000257,Bancassurance_Key,Custom
TXN-0002345,CUST-001281,Bancassurance_Key,Custom
TXN-0002346,CUST-000621,Bancassurance_Key,Custom
TXN-0002347,CUST-001259,Bancassurance_Key,Custom
TXN-0002348,CUST-001093,Bancassurance_Key,Custom
TXN-0002349,CUST-000192,Bancassurance_Key,Custom
TXN-0002350,CUST-001030,Bancassurance_Key,Custom
TXN-0002351,CUST-001313,Bancassurance_Key,Custom
TXN-0002352,CUST-000346,Bancassurance_Key,Custom
TXN-0002353,CUST-001213,Bancassurance_Key,Custom
TXN-0002354,CUST-001190,Bancassurance_Key,Custom
TXN-0002355,CUST-000316,Bancassurance_Key,Custom
TXN-0002356,CUST-000351,Bancassurance_Key,Custom
TXN-0002357,CUST-001350,Bancassurance_Key,Custom
TXN-0002358,CUST-001279,Bancassurance_Key,Custom
TXN-0002359,CUST-001476,Bancassurance_Key,Custom
TXN-0002360,CUST-001240,Bancassurance_Key,Custom
TXN-0002361,CUST-000692,Bancassurance_Key,Custom
TXN-0002362,CUST-001155,Bancassurance_Key,Custom
TXN-0002363,CUST-000085,Bancassurance_Key,Custom
TXN-0002364,CUST-000059,Bancassurance_Key,Custom
TXN-0002365,CUST-000167,Bancassurance_Key,Custom
TXN-0002366,CUST-000094,Bancassurance_Key,Custom
TXN-0002367,CUST-001314,Bancassurance_Key,Custom
TXN-0002368,CUST-001182,Bancassurance_Key,Custom
TXN-0002369,CUST-000543,Bancassurance_Key,Custom
TXN-0002370,CUST-001334,Bancassurance_Key,Custom
TXN-0002371,CUST-000432,Bancassurance_Key,Custom
TXN-0002372,CUST-001172,Bancassurance_Key,Custom
TXN-0002373,CUST-000854,Bancassurance_Key,Custom
TXN-0002374,CUST-001266,Bancassurance_Key,Custom
TXN-0002375,CUST-001309,Bancassurance_Key,Custom
TXN-0002376,CUST-000063,Bancassurance_Key,Custom
TXN-0002377,CUST-001020,Bancassurance_Key,Custom
TXN-0002378,CUST-001285,Bancassurance_Key,Custom
TXN-0002379,CUST-001118,Bancassurance_Key,Custom
TXN-0002380,CUST-000594,Bancassurance_Key,Custom
TXN-0002381,CUST-001315,Bancassurance_Key,Custom
TXN-0002382,CUST-000619,Bancassurance_Key,Custom
TXN-0002383,CUST-000990,Bancassurance_Key,Custom
TXN-0002384,CUST-000502,Bancassurance_Key,Custom
TXN-0002385,CUST-001403,Bancassurance_Key,Custom
TXN-0002386,CUST-000832,Bancassurance_Key,Custom
TXN-0002387,CUST-000610,Bancassurance_Key,Custom
TXN-0002388,CUST-000929,Bancassurance_Key,Custom
TXN-0002389,CUST-000150,Bancassurance_Key,Custom
TXN-0002390,CUST-001411,Bancassurance_Key,Custom
TXN-0002391,CUST-000123,Bancassurance_Key,Custom
TXN-0002392,CUST-000324,Bancassurance_Key,Custom
TXN-0002393,CUST-000901,Bancassurance_Key,Custom
TXN-0002394,CUST-000852,Bancassurance_Key,Custom
TXN-0002395,CUST-000992,Bancassurance_Key,Custom
TXN-0002396,CUST-000952,Bancassurance_Key,Custom
TXN-0002397,CUST-000418,Bancassurance_Key,Custom
TXN-0002398,CUST-000697,Bancassurance_Key,Custom
TXN-0002399,CUST-001243,Bancassurance_Key,Custom
TXN-0002400,CUST-000295,Bancassurance_Key,Custom
TXN-0002401,CUST-000641,Bancassurance_Key,Custom
TXN-0002402,CUST-001472,Bancassurance_Key,Custom
TXN-0002403,CUST-000654,Bancassurance_Key,Custom
TXN-0002404,CUST-000708,Bancassurance_Key,Custom
TXN-0002405,CUST-000817,Bancassurance_Key,Custom
TXN-0002406,CUST-000268,Bancassurance_Key,Custom
TXN-0002407,CUST-000759,Bancassurance_Key,Custom
TXN-0002408,CUST-001055,Bancassurance_Key,Custom
TXN-0002409,CUST-001151,Bancassurance_Key,Custom
TXN-0002410,CUST-000218,Bancassurance_Key,Custom
TXN-0002411,CUST-000654,Bancassurance_Key,Custom
TXN-0002412,CUST-000496,Bancassurance_Key,Custom
TXN-0002413,CUST-000956,Bancassurance_Key,Custom
TXN-0002414,CUST-000251,Bancassurance_Key,Custom
TXN-0002415,CUST-000548,Bancassurance_Key,Custom
TXN-0002416,CUST-000921,Bancassurance_Key,Custom
TXN-0002417,CUST-000508,Bancassurance_Key,Custom
TXN-0002418,CUST-000289,Bancassurance_Key,Custom
TXN-0002419,CUST-000199,Bancassurance_Key,Custom
TXN-0002420,CUST-000104,Bancassurance_Key,Custom
TXN-0002421,CUST-000595,Bancassurance_Key,Custom
TXN-0002422,CUST-000787,Bancassurance_Key,Custom
TXN-0002423,CUST-001261,Bancassurance_Key,Custom
TXN-0002424,CUST-000857,Bancassurance_Key,Custom
TXN-0002425,CUST-000509,Bancassurance_Key,Custom
TXN-0002426,CUST-000328,Bancassurance_Key,Custom
TXN-0002427,CUST-000671,Bancassurance_Key,Custom
TXN-0002428,CUST-001184,Bancassurance_Key,Custom
TXN-0002429,CUST-001477,Bancassurance_Key,Custom
TXN-0002430,CUST-000641,Bancassurance_Key,Custom
TXN-0002431,CUST-000389,Bancassurance_Key,Custom
TXN-0002432,CUST-000327,Bancassurance_Key,Custom
TXN-0002433,CUST-001021,Bancassurance_Key,Custom
TXN-0002434,CUST-001055,Bancassurance_Key,Custom
TXN-0002435,CUST-000957,Bancassurance_Key,Custom
TXN-0002436,CUST-001022,Bancassurance_Key,Custom
TXN-0002437,CUST-000632,Bancassurance_Key,Custom
TXN-0002438,CUST-001019,Bancassurance_Key,Custom
TXN-0002439,CUST-000048,Bancassurance_Key,Custom
TXN-0002440,CUST-000185,Bancassurance_Key,Custom
TXN-0002441,CUST-000806,Bancassurance_Key,Custom
TXN-0002442,CUST-001036,Bancassurance_Key,Custom
TXN-0002443,CUST-000937,Bancassurance_Key,Custom
TXN-0002444,CUST-000494,Bancassurance_Key,Custom
TXN-0002445,CUST-000441,Bancassurance_Key,Custom
TXN-0002446,CUST-001195,Bancassurance_Key,Custom
TXN-0002447,CUST-000723,Bancassurance_Key,Custom
TXN-0002448,CUST-000100,Bancassurance_Key,Custom
TXN-0002449,CUST-000104,Bancassurance_Key,Custom
TXN-0002450,CUST-000577,Bancassurance_Key,Custom
TXN-0002451,CUST-001014,Bancassurance_Key,Custom
TXN-0002452,CUST-001224,Bancassurance_Key,Custom
TXN-0002453,CUST-001340,Bancassurance_Key,Custom
TXN-0002454,CUST-001378,Bancassurance_Key,Custom
TXN-0002455,CUST-000964,Bancassurance_Key,Custom
TXN-0002456,CUST-000586,Bancassurance_Key,Custom
TXN-0002457,CUST-001100,Bancassurance_Key,Custom
TXN-0002458,CUST-000017,Bancassurance_Key,Custom
TXN-0002459,CUST-000221,Bancassurance_Key,Custom
TXN-0002460,CUST-000883,Bancassurance_Key,Custom
TXN-0002461,CUST-000275,Bancassurance_Key,Custom
TXN-0002462,CUST-000542,Bancassurance_Key,Custom
TXN-0002463,CUST-001490,Bancassurance_Key,Custom
TXN-0002464,CUST-000750,Bancassurance_Key,Custom
TXN-0002465,CUST-000826,Bancassurance_Key,Custom
TXN-0002466,CUST-000750,Bancassurance_Key,Custom
TXN-0002467,CUST-000093,Bancassurance_Key,Custom
TXN-0002468,CUST-000821,Bancassurance_Key,Custom
TXN-0002469,CUST-000105,Bancassurance_Key,Custom
TXN-0002470,CUST-001168,Bancassurance_Key,Custom
TXN-0002471,CUST-001151,Bancassurance_Key,Custom
TXN-0002472,CUST-000399,Bancassurance_Key,Custom
TXN-0002473,CUST-000743,Bancassurance_Key,Custom
TXN-0002474,CUST-001134,Bancassurance_Key,Custom
TXN-0002475,CUST-000592,Bancassurance_Key,Custom
TXN-0002476,CUST-000151,Bancassurance_Key,Custom
TXN-0002477,CUST-000792,Bancassurance_Key,Custom
TXN-0002478,CUST-001033,Bancassurance_Key,Custom
TXN-0002479,CUST-000923,Bancassurance_Key,Custom
TXN-0002480,CUST-001127,Bancassurance_Key,Custom
TXN-0002481,CUST-000573,Bancassurance_Key,Custom
TXN-0002482,CUST-001277,Bancassurance_Key,Custom
TXN-0002483,CUST-001394,Bancassurance_Key,Custom
TXN-0002484,CUST-001252,Bancassurance_Key,Custom
TXN-0002485,CUST-000244,Bancassurance_Key,Custom
TXN-0002486,CUST-000264,Bancassurance_Key,Custom
TXN-0002487,CUST-000199,Bancassurance_Key,Custom
TXN-0002488,CUST-000807,Bancassurance_Key,Custom
TXN-0002489,CUST-000765,Bancassurance_Key,Custom
TXN-0002490,CUST-000695,Bancassurance_Key,Custom
TXN-0002491,CUST-001143,Bancassurance_Key,Custom
TXN-0002492,CUST-000749,Bancassurance_Key,Custom
TXN-0002493,CUST-000296,Bancassurance_Key,Custom
TXN-0002494,CUST-000408,Bancassurance_Key,Custom
TXN-0002495,CUST-001234,Bancassurance_Key,Custom
TXN-0002496,CUST-001043,Bancassurance_Key,Custom
TXN-0002497,CUST-000823,Bancassurance_Key,Custom
TXN-0002498,CUST-001025,Bancassurance_Key,Custom
TXN-0002499,CUST-000083,Bancassurance_Key,Custom
TXN-0002500,CUST-000093,Bancassurance_Key,Custom
TXN-0002501,CUST-000080,Bancassurance_Key,Custom
TXN-0002502,CUST-000281,Bancassurance_Key,Custom
TXN-0002503,CUST-001462,Bancassurance_Key,Custom
TXN-0002504,CUST-000683,Bancassurance_Key,Custom
TXN-0002505,CUST-000971,Bancassurance_Key,Custom
TXN-0002506,CUST-001064,Bancassurance_Key,Custom
TXN-0002507,CUST-000936,Bancassurance_Key,Custom
TXN-0002508,CUST-000306,Bancassurance_Key,Custom
TXN-0002509,CUST-001242,Bancassurance_Key,Custom
TXN-0002510,CUST-001056,Bancassurance_Key,Custom
TXN-0002511,CUST-000287,Bancassurance_Key,Custom
TXN-0002512,CUST-000672,Bancassurance_Key,Custom
TXN-0002513,CUST-001256,Bancassurance_Key,Custom
TXN-0002514,CUST-000653,Bancassurance_Key,Custom
TXN-0002515,CUST-000333,Bancassurance_Key,Custom
TXN-0002516,CUST-000805,Bancassurance_Key,Custom
TXN-0002517,CUST-001263,Bancassurance_Key,Custom
TXN-0002518,CUST-000613,Bancassurance_Key,Custom
TXN-0002519,CUST-001216,Bancassurance_Key,Custom
TXN-0002520,CUST-000689,Bancassurance_Key,Custom
TXN-0002521,CUST-001039,Bancassurance_Key,Custom
TXN-0002522,CUST-001044,Bancassurance_Key,Custom
TXN-0002523,CUST-001091,Bancassurance_Key,Custom
TXN-0002524,CUST-001004,Bancassurance_Key,Custom
TXN-0002525,CUST-001452,Bancassurance_Key,Custom
TXN-0002526,CUST-001153,Bancassurance_Key,Custom
TXN-0002527,CUST-000614,Bancassurance_Key,Custom
TXN-0002528,CUST-000973,Bancassurance_Key,Custom
TXN-0002529,CUST-000035,Bancassurance_Key,Custom
TXN-0002530,CUST-000755,Bancassurance_Key,Custom
TXN-0002531,CUST-000679,Bancassurance_Key,Custom
TXN-0002532,CUST-001380,Bancassurance_Key,Custom
TXN-0002533,CUST-000225,Bancassurance_Key,Custom
TXN-0002534,CUST-000854,Bancassurance_Key,Custom
TXN-0002535,CUST-001196,Bancassurance_Key,Custom
TXN-0002536,CUST-000631,Bancassurance_Key,Custom
TXN-0002537,CUST-001486,Bancassurance_Key,Custom
TXN-0002538,CUST-001410,Bancassurance_Key,Custom
TXN-0002539,CUST-001289,Bancassurance_Key,Custom
TXN-0002540,CUST-000055,Bancassurance_Key,Custom
TXN-0002541,CUST-001223,Bancassurance_Key,Custom
TXN-0002542,CUST-000972,Bancassurance_Key,Custom
TXN-0002543,CUST-000544,Bancassurance_Key,Custom
TXN-0002544,CUST-001343,Bancassurance_Key,Custom
TXN-0002545,CUST-001185,Bancassurance_Key,Custom
TXN-0002546,CUST-001183,Bancassurance_Key,Custom
TXN-0002547,CUST-000467,Bancassurance_Key,Custom
TXN-0002548,CUST-001478,Bancassurance_Key,Custom
TXN-0002549,CUST-000106,Bancassurance_Key,Custom
TXN-0002550,CUST-001196,Bancassurance_Key,Custom
TXN-0002551,CUST-000984,Bancassurance_Key,Custom
TXN-0002552,CUST-000350,Bancassurance_Key,Custom
TXN-0002553,CUST-001074,Bancassurance_Key,Custom
TXN-0002554,CUST-001289,Bancassurance_Key,Custom
TXN-0002555,CUST-001477,Bancassurance_Key,Custom
TXN-0002556,CUST-001270,Bancassurance_Key,Custom
TXN-0002557,CUST-000779,Bancassurance_Key,Custom
TXN-0002558,CUST-000303,Bancassurance_Key,Custom
TXN-0002559,CUST-001395,Bancassurance_Key,Custom
TXN-0002560,CUST-000497,Bancassurance_Key,Custom
TXN-0002561,CUST-000065,Bancassurance_Key,Custom
TXN-0002562,CUST-001173,Bancassurance_Key,Custom
TXN-0002563,CUST-001435,Bancassurance_Key,Custom
TXN-0002564,CUST-000226,Bancassurance_Key,Custom
TXN-0002565,CUST-000391,Bancassurance_Key,Custom
TXN-0002566,CUST-000039,Bancassurance_Key,Custom
TXN-0002567,CUST-000904,Bancassurance_Key,Custom
TXN-0002568,CUST-000643,Bancassurance_Key,Custom
TXN-0002569,CUST-000858,Bancassurance_Key,Custom
TXN-0002570,CUST-000311,Bancassurance_Key,Custom
TXN-0002571,CUST-000846,Bancassurance_Key,Custom
TXN-0002572,CUST-001415,Bancassurance_Key,Custom
TXN-0002573,CUST-000418,Bancassurance_Key,Custom
TXN-0002574,CUST-000841,Bancassurance_Key,Custom
TXN-0002575,CUST-001028,Bancassurance_Key,Custom
TXN-0002576,CUST-001253,Bancassurance_Key,Custom
TXN-0002577,CUST-000966,Bancassurance_Key,Custom
TXN-0002578,CUST-001490,Bancassurance_Key,Custom
TXN-0002579,CUST-000128,Bancassurance_Key,Custom
TXN-0002580,CUST-001446,Bancassurance_Key,Custom
TXN-0002581,CUST-000283,Bancassurance_Key,Custom
TXN-0002582,CUST-001063,Bancassurance_Key,Custom
TXN-0002583,CUST-000425,Bancassurance_Key,Custom
TXN-0002584,CUST-001149,Bancassurance_Key,Custom
TXN-0002585,CUST-000666,Bancassurance_Key,Custom
TXN-0002586,CUST-001357,Bancassurance_Key,Custom
TXN-0002587,CUST-000980,Bancassurance_Key,Custom
TXN-0002588,CUST-001077,Bancassurance_Key,Custom
TXN-0002589,CUST-000772,Bancassurance_Key,Custom
TXN-0002590,CUST-000643,Bancassurance_Key,Custom
TXN-0002591,CUST-000355,Bancassurance_Key,Custom
TXN-0002592,CUST-000942,Bancassurance_Key,Custom
TXN-0002593,CUST-001092,Bancassurance_Key,Custom
TXN-0002594,CUST-000702,Bancassurance_Key,Custom
TXN-0002595,CUST-001119,Bancassurance_Key,Custom
TXN-0002596,CUST-000726,Bancassurance_Key,Custom
TXN-0002597,CUST-001385,Bancassurance_Key,Custom
TXN-0002598,CUST-001477,Bancassurance_Key,Custom
TXN-0002599,CUST-001395,Bancassurance_Key,Custom
TXN-0002600,CUST-001318,Bancassurance_Key,Custom
TXN-0002601,CUST-001420,Bancassurance_Key,Custom
TXN-0002602,CUST-000542,Bancassurance_Key,Custom
TXN-0002603,CUST-001250,Bancassurance_Key,Custom
TXN-0002604,CUST-000992,Bancassurance_Key,Custom
TXN-0002605,CUST-000394,Bancassurance_Key,Custom
TXN-0002606,CUST-000505,Bancassurance_Key,Custom
TXN-0002607,CUST-000572,Bancassurance_Key,Custom
TXN-0002608,CUST-001143,Bancassurance_Key,Custom
TXN-0002609,CUST-000612,Bancassurance_Key,Custom
TXN-0002610,CUST-000461,Bancassurance_Key,Custom
TXN-0002611,CUST-000610,Bancassurance_Key,Custom
TXN-0002612,CUST-000592,Bancassurance_Key,Custom
TXN-0002613,CUST-001444,Bancassurance_Key,Custom
TXN-0002614,CUST-000425,Bancassurance_Key,Custom
TXN-0002615,CUST-001414,Bancassurance_Key,Custom
TXN-0002616,CUST-001444,Bancassurance_Key,Custom
TXN-0002617,CUST-001002,Bancassurance_Key,Custom
TXN-0002618,CUST-000650,Bancassurance_Key,Custom
TXN-0002619,CUST-000983,Bancassurance_Key,Custom
TXN-0002620,CUST-000715,Bancassurance_Key,Custom
TXN-0002621,CUST-001148,Bancassurance_Key,Custom
TXN-0002622,CUST-001478,Bancassurance_Key,Custom
TXN-0002623,CUST-000561,Bancassurance_Key,Custom
TXN-0002624,CUST-000590,Bancassurance_Key,Custom
TXN-0002625,CUST-000250,Bancassurance_Key,Custom
TXN-0002626,CUST-001175,Bancassurance_Key,Custom
TXN-0002627,CUST-001386,Bancassurance_Key,Custom
TXN-0002628,CUST-001113,Bancassurance_Key,Custom
TXN-0002629,CUST-000778,Bancassurance_Key,Custom
TXN-0002630,CUST-000809,Bancassurance_Key,Custom
TXN-0002631,CUST-000707,Bancassurance_Key,Custom
TXN-0002632,CUST-000300,Bancassurance_Key,Custom
TXN-0002633,CUST-000595,Bancassurance_Key,Custom
TXN-0002634,CUST-000087,Bancassurance_Key,Custom
TXN-0002635,CUST-000590,Bancassurance_Key,Custom
TXN-0002636,CUST-001463,Bancassurance_Key,Custom
TXN-0002637,CUST-000162,Bancassurance_Key,Custom
TXN-0002638,CUST-000710,Bancassurance_Key,Custom
TXN-0002639,CUST-000906,Bancassurance_Key,Custom
TXN-0002640,CUST-001344,Bancassurance_Key,Custom
TXN-0002641,CUST-000526,Bancassurance_Key,Custom
TXN-0002642,CUST-000982,Bancassurance_Key,Custom
TXN-0002643,CUST-000439,Bancassurance_Key,Custom
TXN-0002644,CUST-000414,Bancassurance_Key,Custom
TXN-0002645,CUST-001104,Bancassurance_Key,Custom
TXN-0002646,CUST-000556,Bancassurance_Key,Custom
TXN-0002647,CUST-001152,Bancassurance_Key,Custom
TXN-0002648,CUST-001426,Bancassurance_Key,Custom
TXN-0002649,CUST-000557,Bancassurance_Key,Custom
TXN-0002650,CUST-000282,Bancassurance_Key,Custom
TXN-0002651,CUST-000224,Bancassurance_Key,Custom
TXN-0002652,CUST-001261,Bancassurance_Key,Custom
